"Name","# requests","50%","66%","75%","80%","90%","95%","98%","99%","100%"
"GET silver-0",32,1900,2000,2000,2100,2100,3300,4700,4700,4700
"GET silver-1",32,1900,2000,2000,2000,2000,3300,4800,4800,4800
"GET silver-2",31,1800,2000,2100,2100,2200,3300,5100,5100,5100
"GET silver-3",31,1900,2000,2100,2100,2200,3200,5000,5000,5000
"GET silver-4",32,1900,2000,2100,2100,2100,3300,4600,4600,4600
"GET silver-5",32,1800,2000,2000,2000,2100,3300,4900,4900,4900
"GET silver-6",31,1800,2100,2100,2100,2200,3500,5200,5200,5200
"GET silver-7",31,1900,2000,2100,2100,2200,3400,5400,5400,5400
"Total",252,1800,2000,2000,2100,2200,3300,4800,5100,5400
