"Name","# requests","50%","66%","75%","80%","90%","95%","98%","99%","100%"
"GET silver-0",44,1300,1600,1700,1800,1900,2000,2100,2100,2100
"Total",44,1300,1600,1700,1800,1900,2000,2100,2100,2100
