"Name","# requests","50%","66%","75%","80%","90%","95%","98%","99%","100%"
"GET silver-0",37,1700,1800,1900,1900,2200,2400,2700,2700,2700
"Total",37,1700,1800,1900,1900,2200,2400,2700,2700,2700
