"Name","# requests","50%","66%","75%","80%","90%","95%","98%","99%","100%"
"GET gold-0",31,1000,1100,1200,1300,1500,1700,30000,30000,30000
"GET gold-1",31,1000,1100,1200,1200,1300,1700,31000,31000,31000
"GET gold-2",32,890,1100,1200,1300,1300,1600,31000,31000,31000
"Total",94,1000,1100,1200,1300,1400,1700,31000,31000,31000
