"Method","Name","# requests","# failures","Median response time","Average response time","Min response time","Max response time","Average Content Size","Requests/s"
"GET","silver-0",29044201,29026827,7,22,3,132703,0,43.41
"GET","silver-1",29045609,29028228,7,22,3,131993,0,43.41
"None","Total",58089810,58055055,7,22,3,132703,0,86.81
