"Name","# requests","50%","66%","75%","80%","90%","95%","98%","99%","100%"
"GET silver-0",51,960,1400,1400,1400,1400,1400,1500,2700,2700
"GET silver-1",51,960,1400,1400,1400,1400,1500,1600,2500,2500
"GET silver-2",51,970,1400,1400,1400,1500,1500,1800,2300,2300
"GET silver-3",50,960,1400,1400,1400,1400,1500,2800,2800,2800
"Total",203,960,1400,1400,1400,1400,1500,1800,2500,2800
