"Name","# requests","50%","66%","75%","80%","90%","95%","98%","99%","100%"
"GET gold-0",37,1600,1800,1800,1900,1900,2000,2100,2100,2100
"GET gold-1",39,1500,1700,1900,1900,2000,2200,2300,2300,2300
"Total",76,1600,1700,1900,1900,2000,2100,2200,2300,2300
