"Name","# requests","50%","66%","75%","80%","90%","95%","98%","99%","100%"
"GET gold-0",47,1200,1500,1600,1600,1800,2200,2400,2400,2400
"GET gold-1",48,1100,1400,1700,1800,1900,2100,2600,2600,2600
"GET gold-2",56,980,1100,1300,1400,1800,2000,2100,2600,2600
"Total",151,1100,1300,1500,1600,1800,2100,2300,2600,2600
