"Name","# requests","50%","66%","75%","80%","90%","95%","98%","99%","100%"
"GET silver-0",2,31000,31000,31000,31000,31000,31000,31000,31000,31000
"GET silver-1",2,31000,31000,31000,31000,31000,31000,31000,31000,31000
"Total",4,31000,31000,31000,31000,31000,31000,31000,31000,31000
