"Name","# requests","50%","66%","75%","80%","90%","95%","98%","99%","100%"
"GET silver-0",10,6400,6800,7300,7500,8500,8500,8500,8500,8500
"GET silver-1",9,6100,6600,7600,8100,9000,9000,9000,9000,9000
"GET silver-2",10,6100,6300,6400,7300,7900,7900,7900,7900,7900
"GET silver-3",9,5600,6700,7200,8300,9300,9300,9300,9300,9300
"Total",38,6100,6700,7300,7500,8300,9000,9300,9300,9300
