"Method","Name","# requests","# failures","Median response time","Average response time","Min response time","Max response time","Average Content Size","Requests/s"
"GET","silver-0",3,0,15000,15380,15212,15495,19,0.05
"GET","silver-1",3,0,16000,19019,15250,26077,19,0.05
"GET","silver-2",3,0,16000,15999,15290,17136,19,0.05
"GET","silver-3",3,0,16000,18404,14650,24833,19,0.05
"GET","silver-4",3,0,16000,16595,15289,18872,19,0.05
"GET","silver-5",3,0,16000,17795,14257,23435,19,0.05
"GET","silver-6",3,0,16000,17188,15359,20590,19,0.05
"GET","silver-7",3,0,16000,19631,15417,27838,19,0.05
"None","Total",24,0,16000,17501,14257,27838,19,0.40
