"Name","# requests","50%","66%","75%","80%","90%","95%","98%","99%","100%"
"GET gold-0",42,1400,1500,1600,1700,1800,1800,2000,2000,2000
"GET gold-1",40,1400,1500,1700,1700,1700,2100,2500,2500,2500
"GET gold-2",41,1400,1500,1600,1600,1700,2000,2800,2800,2800
"GET gold-3",43,1400,1500,1600,1600,1700,1700,2000,2000,2000
"GET gold-4",39,1500,1600,1600,1700,1800,2300,3700,3700,3700
"GET gold-5",41,1400,1500,1500,1500,1700,1800,3000,3000,3000
"GET gold-6",40,1400,1500,1600,1600,1800,2000,2300,2300,2300
"GET gold-7",40,1400,1600,1600,1700,1900,2000,2400,2400,2400
"GET gold-8",40,1500,1500,1600,1700,1900,2200,2500,2500,2500
"Total",366,1400,1500,1600,1600,1800,2000,2300,2500,3700
