"Method","Name","# requests","# failures","Median response time","Average response time","Min response time","Max response time","Average Content Size","Requests/s"
"GET","gold-0",18,0,2000,2986,507,10845,19,0.30
"GET","gold-1",21,0,1600,2676,468,11038,19,0.36
"GET","gold-2",26,0,1500,2170,302,5604,19,0.44
"GET","gold-3",18,0,1700,3297,846,11257,19,0.30
"GET","gold-4",18,0,1700,3077,710,10926,19,0.30
"GET","gold-5",17,0,2100,3496,429,10445,19,0.29
"GET","gold-6",16,0,2300,3347,732,11064,19,0.27
"GET","gold-7",21,0,1500,2650,584,11127,19,0.36
"GET","gold-8",20,0,1500,2848,442,11298,19,0.34
"GET","gold-9",17,0,1700,3169,582,11216,19,0.29
"None","Total",192,0,1700,2920,302,11298,19,3.25
