"Method","Name","# requests","# failures","Median response time","Average response time","Min response time","Max response time","Average Content Size","Requests/s"
"GET","silver-0",30,0,1800,1970,1474,3284,19,0.50
"GET","silver-1",30,0,1800,1971,1496,3323,19,0.50
"GET","silver-2",30,0,1900,1972,1471,3395,19,0.50
"GET","silver-3",30,0,1800,1974,1423,3508,19,0.50
"GET","silver-4",29,0,1800,2000,1463,3920,19,0.49
"GET","silver-5",29,0,1800,1999,1442,3792,19,0.49
"GET","silver-6",30,0,1800,1973,1494,3426,19,0.50
"GET","silver-7",30,0,1800,1976,1445,3617,19,0.50
"GET","silver-8",29,0,1800,1998,1442,3685,19,0.49
"GET","silver-9",30,0,1800,1976,1467,3579,19,0.50
"None","Total",297,0,1800,1981,1423,3920,19,4.99
