"Name","# requests","50%","66%","75%","80%","90%","95%","98%","99%","100%"
"GET silver-0",711,61,86,93,96,120,170,200,390,2000
"GET silver-1",710,65,86,93,96,120,160,200,410,2100
"Total",1421,62,86,93,96,120,160,200,410,2100
