"Name","# requests","50%","66%","75%","80%","90%","95%","98%","99%","100%"
"GET silver-0",53,610,1100,1500,2300,2500,2900,3100,3200,3200
"Total",53,610,1100,1500,2300,2500,2900,3100,3200,3200
