"Name","# requests","50%","66%","75%","80%","90%","95%","98%","99%","100%"
"GET silver-0",21,2400,2600,3400,3800,4300,5100,6900,6900,6900
"GET silver-1",21,2400,2500,3100,3800,4300,5100,7300,7300,7300
"GET silver-2",20,2300,2600,3400,3800,5100,8100,8100,8100,8100
"GET silver-3",20,2400,2500,3200,3800,5000,8500,8500,8500,8500
"GET silver-4",20,2400,2700,3000,3800,5400,8700,8700,8700,8700
"GET silver-5",21,2400,2500,3700,3700,4500,5100,7700,7700,7700
"GET silver-6",21,2400,2600,2600,3600,5200,5300,6500,6500,6500
"GET silver-7",21,2300,2600,2800,3800,4700,5700,5900,5900,5900
"GET silver-8",21,2300,2600,2600,3400,5200,5600,6200,6200,6200
"Total",186,2400,2600,3200,3800,5100,5700,7700,8500,8700
