"Method","Name","# requests","# failures","Median response time","Average response time","Min response time","Max response time","Average Content Size","Requests/s"
"GET","silver-0",83,0,96,710,18,3418,19,1.41
"GET","silver-1",82,0,100,713,17,3471,19,1.40
"None","Total",165,0,99,711,17,3471,19,2.81
