"Method","Name","# requests","# failures","Median response time","Average response time","Min response time","Max response time","Average Content Size","Requests/s"
"GET","gold-0",37,0,1600,1592,632,1837,19,0.62
"GET","gold-1",37,0,1600,1598,880,1828,19,0.62
"GET","gold-2",37,0,1600,1602,1020,1893,19,0.62
"GET","gold-3",37,0,1600,1582,572,1912,19,0.62
"GET","gold-4",36,0,1600,1606,1193,1900,19,0.61
"GET","gold-5",38,0,1600,1564,498,1884,19,0.64
"GET","gold-6",37,0,1600,1576,574,1880,19,0.62
"GET","gold-7",36,0,1600,1615,1435,1983,19,0.61
"GET","gold-8",36,0,1600,1615,1387,1911,19,0.61
"None","Total",331,0,1600,1594,498,1983,19,5.58
