"Method","Name","# requests","# failures","Median response time","Average response time","Min response time","Max response time","Average Content Size","Requests/s"
"GET","gold-0",38,0,1600,1566,338,2011,19,0.64
"GET","gold-1",36,0,1500,1620,1383,1988,19,0.61
"GET","gold-2",37,0,1600,1597,652,2008,19,0.62
"GET","gold-3",38,0,1600,1553,353,1952,19,0.64
"GET","gold-4",36,0,1600,1612,1304,1936,19,0.61
"GET","gold-5",36,0,1600,1623,1443,1860,19,0.61
"GET","gold-6",36,0,1600,1605,840,1931,19,0.61
"GET","gold-7",36,0,1600,1610,1120,2007,19,0.61
"GET","gold-8",37,0,1600,1573,396,1980,19,0.62
"None","Total",330,0,1600,1595,338,2011,19,5.55
