"Name","# requests","50%","66%","75%","80%","90%","95%","98%","99%","100%"
"GET silver-0",166,63,80,630,670,1200,1300,2000,2400,3000
"GET silver-1",165,61,82,630,770,1300,1300,2000,2300,2900
"Total",331,63,81,630,710,1200,1300,2000,2300,3000
