"Method","Name","# requests","# failures","Median response time","Average response time","Min response time","Max response time","Average Content Size","Requests/s"
"GET","gold-0",38,0,1500,1541,1184,1783,19,0.64
"GET","gold-1",38,0,1500,1533,876,1772,19,0.64
"GET","gold-2",39,0,1500,1526,727,1807,19,0.66
"GET","gold-3",39,0,1500,1532,732,1843,19,0.66
"GET","gold-4",38,0,1500,1548,1325,1791,19,0.64
"GET","gold-5",38,0,1500,1530,840,1816,19,0.64
"GET","gold-6",38,0,1500,1530,824,1807,19,0.64
"GET","gold-7",39,0,1500,1514,641,1806,19,0.66
"GET","gold-8",38,0,1500,1539,1088,1813,19,0.64
"None","Total",345,0,1500,1532,641,1843,19,5.85
