"Name","# requests","50%","66%","75%","80%","90%","95%","98%","99%","100%"
"GET silver-0",32,1800,1800,1900,2000,2000,2200,2700,2700,2700
"GET silver-1",31,1800,1800,1900,2000,2000,2200,3100,3100,3100
"GET silver-2",31,1800,1800,1900,2000,2000,2200,2800,2800,2800
"GET silver-3",32,1800,1800,1900,2000,2000,2200,2600,2600,2600
"GET silver-4",32,1800,1800,1900,2000,2000,2200,2500,2500,2500
"GET silver-5",31,1800,1800,1900,2000,2000,2200,3000,3000,3000
"GET silver-6",32,1800,1800,1900,1900,2000,2200,2400,2400,2400
"GET silver-7",31,1800,1800,1900,1900,2000,2100,3400,3400,3400
"Total",252,1800,1800,1900,2000,2000,2200,2600,3000,3400
