"Method","Name","# requests","# failures","Median response time","Average response time","Min response time","Max response time","Average Content Size","Requests/s"
"GET","gold-0",29,0,1900,2021,495,3892,19,0.49
"GET","gold-1",33,0,1400,1788,399,3797,19,0.56
"None","Total",62,0,1600,1897,399,3892,19,1.06
