sep=;
2019-08-05T21:19:04.000Z;null;null
2019-08-05T21:19:04.500Z;null;null
2019-08-05T21:19:05.000Z;null;null
2019-08-05T21:19:05.500Z;null;null
2019-08-05T21:19:06.000Z;null;null
2019-08-05T21:19:06.500Z;null;null
2019-08-05T21:19:07.000Z;null;null
2019-08-05T21:19:07.500Z;null;null
2019-08-05T21:19:08.000Z;null;null
2019-08-05T21:19:08.500Z;null;null
2019-08-05T21:19:09.000Z;null;null
2019-08-05T21:19:09.500Z;null;null
2019-08-05T21:19:10.000Z;null;null
2019-08-05T21:19:10.500Z;null;null
2019-08-05T21:19:11.000Z;null;null
2019-08-05T21:19:11.500Z;null;null
2019-08-05T21:19:12.000Z;null;null
2019-08-05T21:19:12.500Z;null;null
2019-08-05T21:19:13.000Z;null;null
2019-08-05T21:19:13.500Z;null;null
2019-08-05T21:19:14.000Z;null;null
2019-08-05T21:19:14.500Z;null;null
2019-08-05T21:19:15.000Z;14;149364736
2019-08-05T21:19:15.500Z;null;null
2019-08-05T21:19:16.000Z;null;null
2019-08-05T21:19:16.500Z;null;null
2019-08-05T21:19:17.000Z;null;null
2019-08-05T21:19:17.500Z;null;null
2019-08-05T21:19:18.000Z;null;null
2019-08-05T21:19:18.500Z;null;null
2019-08-05T21:19:19.000Z;null;null
2019-08-05T21:19:19.500Z;null;null
2019-08-05T21:19:20.000Z;null;null
2019-08-05T21:19:20.500Z;null;null
2019-08-05T21:19:21.000Z;null;null
2019-08-05T21:19:21.500Z;null;null
2019-08-05T21:19:22.000Z;null;null
2019-08-05T21:19:22.500Z;null;null
2019-08-05T21:19:23.000Z;null;null
2019-08-05T21:19:23.500Z;null;null
2019-08-05T21:19:24.000Z;null;null
2019-08-05T21:19:24.500Z;null;null
2019-08-05T21:19:25.000Z;null;null
2019-08-05T21:19:25.500Z;null;null
2019-08-05T21:19:26.000Z;null;null
2019-08-05T21:19:26.500Z;null;null
2019-08-05T21:19:27.000Z;null;null
2019-08-05T21:19:27.500Z;null;null
2019-08-05T21:19:28.000Z;null;null
2019-08-05T21:19:28.500Z;null;null
2019-08-05T21:19:29.000Z;null;null
2019-08-05T21:19:29.500Z;null;null
2019-08-05T21:19:30.000Z;15;149360640
2019-08-05T21:19:30.500Z;null;null
2019-08-05T21:19:31.000Z;null;null
2019-08-05T21:19:31.500Z;null;null
2019-08-05T21:19:32.000Z;null;null
2019-08-05T21:19:32.500Z;null;null
2019-08-05T21:19:33.000Z;null;null
2019-08-05T21:19:33.500Z;null;null
2019-08-05T21:19:34.000Z;null;null
2019-08-05T21:19:34.500Z;null;null
2019-08-05T21:19:35.000Z;null;null
2019-08-05T21:19:35.500Z;null;null
2019-08-05T21:19:36.000Z;null;null
2019-08-05T21:19:36.500Z;null;null
2019-08-05T21:19:37.000Z;null;null
2019-08-05T21:19:37.500Z;null;null
2019-08-05T21:19:38.000Z;null;null
2019-08-05T21:19:38.500Z;null;null
2019-08-05T21:19:39.000Z;null;null
2019-08-05T21:19:39.500Z;null;null
2019-08-05T21:19:40.000Z;null;null
2019-08-05T21:19:40.500Z;null;null
2019-08-05T21:19:41.000Z;null;null
2019-08-05T21:19:41.500Z;null;null
2019-08-05T21:19:42.000Z;null;null
2019-08-05T21:19:42.500Z;null;null
2019-08-05T21:19:43.000Z;null;null
2019-08-05T21:19:43.500Z;null;null
2019-08-05T21:19:44.000Z;null;null
2019-08-05T21:19:44.500Z;null;null
2019-08-05T21:19:45.000Z;51;149426176
2019-08-05T21:19:45.500Z;null;null
2019-08-05T21:19:46.000Z;null;null
2019-08-05T21:19:46.500Z;null;null
2019-08-05T21:19:47.000Z;null;null
2019-08-05T21:19:47.500Z;null;null
2019-08-05T21:19:48.000Z;null;null
2019-08-05T21:19:48.500Z;null;null
2019-08-05T21:19:49.000Z;null;null
2019-08-05T21:19:49.500Z;null;null
2019-08-05T21:19:50.000Z;null;null
2019-08-05T21:19:50.500Z;null;null
2019-08-05T21:19:51.000Z;null;null
2019-08-05T21:19:51.500Z;null;null
2019-08-05T21:19:52.000Z;null;null
2019-08-05T21:19:52.500Z;null;null
2019-08-05T21:19:53.000Z;null;null
2019-08-05T21:19:53.500Z;null;null
2019-08-05T21:19:54.000Z;null;null
2019-08-05T21:19:54.500Z;null;null
2019-08-05T21:19:55.000Z;null;null
2019-08-05T21:19:55.500Z;null;null
2019-08-05T21:19:56.000Z;null;null
2019-08-05T21:19:56.500Z;null;null
2019-08-05T21:19:57.000Z;null;null
2019-08-05T21:19:57.500Z;null;null
2019-08-05T21:19:58.000Z;null;null
2019-08-05T21:19:58.500Z;null;null
2019-08-05T21:19:59.000Z;null;null
2019-08-05T21:19:59.500Z;null;null
2019-08-05T21:20:00.000Z;14;149426176
2019-08-05T21:20:00.500Z;null;null
2019-08-05T21:20:01.000Z;null;null
2019-08-05T21:20:01.500Z;null;null
2019-08-05T21:20:02.000Z;null;null
2019-08-05T21:20:02.500Z;null;null
2019-08-05T21:20:03.000Z;null;null
2019-08-05T21:20:03.500Z;null;null
2019-08-05T21:20:04.000Z;null;null
2019-08-05T21:20:04.500Z;null;null
2019-08-05T21:20:05.000Z;null;null
2019-08-05T21:20:05.500Z;null;null
2019-08-05T21:20:06.000Z;null;null
2019-08-05T21:20:06.500Z;null;null
2019-08-05T21:20:07.000Z;null;null
2019-08-05T21:20:07.500Z;null;null
2019-08-05T21:20:08.000Z;null;null
2019-08-05T21:20:08.500Z;null;null
2019-08-05T21:20:09.000Z;null;null
2019-08-05T21:20:09.500Z;null;null
2019-08-05T21:20:10.000Z;null;null
2019-08-05T21:20:10.500Z;null;null
2019-08-05T21:20:11.000Z;null;null
2019-08-05T21:20:11.500Z;null;null
2019-08-05T21:20:12.000Z;null;null
2019-08-05T21:20:12.500Z;null;null
2019-08-05T21:20:13.000Z;null;null
2019-08-05T21:20:13.500Z;null;null
2019-08-05T21:20:14.000Z;null;null
2019-08-05T21:20:14.500Z;null;null
2019-08-05T21:20:15.000Z;13;149426176
2019-08-05T21:20:15.500Z;null;null
2019-08-05T21:20:16.000Z;null;null
2019-08-05T21:20:16.500Z;null;null
2019-08-05T21:20:17.000Z;null;null
2019-08-05T21:20:17.500Z;null;null
2019-08-05T21:20:18.000Z;null;null
2019-08-05T21:20:18.500Z;null;null
2019-08-05T21:20:19.000Z;null;null
2019-08-05T21:20:19.500Z;null;null
2019-08-05T21:20:20.000Z;null;null
2019-08-05T21:20:20.500Z;null;null
2019-08-05T21:20:21.000Z;null;null
2019-08-05T21:20:21.500Z;null;null
2019-08-05T21:20:22.000Z;null;null
2019-08-05T21:20:22.500Z;null;null
2019-08-05T21:20:23.000Z;null;null
2019-08-05T21:20:23.500Z;null;null
2019-08-05T21:20:24.000Z;null;null
2019-08-05T21:20:24.500Z;null;null
2019-08-05T21:20:25.000Z;null;null
2019-08-05T21:20:25.500Z;null;null
2019-08-05T21:20:26.000Z;null;null
2019-08-05T21:20:26.500Z;null;null
2019-08-05T21:20:27.000Z;null;null
2019-08-05T21:20:27.500Z;null;null
2019-08-05T21:20:28.000Z;null;null
2019-08-05T21:20:28.500Z;null;null
2019-08-05T21:20:29.000Z;null;null
2019-08-05T21:20:29.500Z;null;null
2019-08-05T21:20:30.000Z;16;149426176
2019-08-05T21:20:30.500Z;null;null
2019-08-05T21:20:31.000Z;null;null
2019-08-05T21:20:31.500Z;null;null
2019-08-05T21:20:32.000Z;null;null
2019-08-05T21:20:32.500Z;null;null
2019-08-05T21:20:33.000Z;null;null
2019-08-05T21:20:33.500Z;null;null
2019-08-05T21:20:34.000Z;null;null
2019-08-05T21:20:34.500Z;null;null
2019-08-05T21:20:35.000Z;null;null
2019-08-05T21:20:35.500Z;null;null
2019-08-05T21:20:36.000Z;null;null
2019-08-05T21:20:36.500Z;null;null
2019-08-05T21:20:37.000Z;null;null
2019-08-05T21:20:37.500Z;null;null
2019-08-05T21:20:38.000Z;null;null
2019-08-05T21:20:38.500Z;null;null
2019-08-05T21:20:39.000Z;null;null
2019-08-05T21:20:39.500Z;null;null
2019-08-05T21:20:40.000Z;null;null
2019-08-05T21:20:40.500Z;null;null
2019-08-05T21:20:41.000Z;null;null
2019-08-05T21:20:41.500Z;null;null
2019-08-05T21:20:42.000Z;null;null
2019-08-05T21:20:42.500Z;null;null
2019-08-05T21:20:43.000Z;null;null
2019-08-05T21:20:43.500Z;null;null
2019-08-05T21:20:44.000Z;null;null
2019-08-05T21:20:44.500Z;null;null
2019-08-05T21:20:45.000Z;59;149434368
2019-08-05T21:20:45.500Z;null;null
2019-08-05T21:20:46.000Z;null;null
2019-08-05T21:20:46.500Z;null;null
2019-08-05T21:20:47.000Z;null;null
2019-08-05T21:20:47.500Z;null;null
2019-08-05T21:20:48.000Z;null;null
2019-08-05T21:20:48.500Z;null;null
2019-08-05T21:20:49.000Z;null;null
2019-08-05T21:20:49.500Z;null;null
2019-08-05T21:20:50.000Z;null;null
2019-08-05T21:20:50.500Z;null;null
2019-08-05T21:20:51.000Z;null;null
2019-08-05T21:20:51.500Z;null;null
2019-08-05T21:20:52.000Z;null;null
2019-08-05T21:20:52.500Z;null;null
2019-08-05T21:20:53.000Z;null;null
2019-08-05T21:20:53.500Z;null;null
2019-08-05T21:20:54.000Z;null;null
2019-08-05T21:20:54.500Z;null;null
2019-08-05T21:20:55.000Z;null;null
2019-08-05T21:20:55.500Z;null;null
2019-08-05T21:20:56.000Z;null;null
2019-08-05T21:20:56.500Z;null;null
2019-08-05T21:20:57.000Z;null;null
2019-08-05T21:20:57.500Z;null;null
2019-08-05T21:20:58.000Z;null;null
2019-08-05T21:20:58.500Z;null;null
2019-08-05T21:20:59.000Z;null;null
2019-08-05T21:20:59.500Z;null;null
2019-08-05T21:21:00.000Z;13;149434368
2019-08-05T21:21:00.500Z;null;null
2019-08-05T21:21:01.000Z;null;null
2019-08-05T21:21:01.500Z;null;null
2019-08-05T21:21:02.000Z;null;null
2019-08-05T21:21:02.500Z;null;null
2019-08-05T21:21:03.000Z;null;null
2019-08-05T21:21:03.500Z;null;null
2019-08-05T21:21:04.000Z;null;null
2019-08-05T21:21:04.500Z;null;null
2019-08-05T21:21:05.000Z;null;null
2019-08-05T21:21:05.500Z;null;null
2019-08-05T21:21:06.000Z;null;null
2019-08-05T21:21:06.500Z;null;null
2019-08-05T21:21:07.000Z;null;null
2019-08-05T21:21:07.500Z;null;null
2019-08-05T21:21:08.000Z;null;null
2019-08-05T21:21:08.500Z;null;null
2019-08-05T21:21:09.000Z;null;null
2019-08-05T21:21:09.500Z;null;null
2019-08-05T21:21:10.000Z;null;null
2019-08-05T21:21:10.500Z;null;null
2019-08-05T21:21:11.000Z;null;null
2019-08-05T21:21:11.500Z;null;null
2019-08-05T21:21:12.000Z;null;null
2019-08-05T21:21:12.500Z;null;null
2019-08-05T21:21:13.000Z;null;null
2019-08-05T21:21:13.500Z;null;null
2019-08-05T21:21:14.000Z;null;null
2019-08-05T21:21:14.500Z;null;null
2019-08-05T21:21:15.000Z;16;149434368
2019-08-05T21:21:15.500Z;null;null
2019-08-05T21:21:16.000Z;null;null
2019-08-05T21:21:16.500Z;null;null
2019-08-05T21:21:17.000Z;null;null
2019-08-05T21:21:17.500Z;null;null
2019-08-05T21:21:18.000Z;null;null
2019-08-05T21:21:18.500Z;null;null
2019-08-05T21:21:19.000Z;null;null
2019-08-05T21:21:19.500Z;null;null
2019-08-05T21:21:20.000Z;null;null
2019-08-05T21:21:20.500Z;null;null
2019-08-05T21:21:21.000Z;null;null
2019-08-05T21:21:21.500Z;null;null
2019-08-05T21:21:22.000Z;null;null
2019-08-05T21:21:22.500Z;null;null
2019-08-05T21:21:23.000Z;null;null
2019-08-05T21:21:23.500Z;null;null
2019-08-05T21:21:24.000Z;null;null
2019-08-05T21:21:24.500Z;null;null
2019-08-05T21:21:25.000Z;null;null
2019-08-05T21:21:25.500Z;null;null
2019-08-05T21:21:26.000Z;null;null
2019-08-05T21:21:26.500Z;null;null
2019-08-05T21:21:27.000Z;null;null
2019-08-05T21:21:27.500Z;null;null
2019-08-05T21:21:28.000Z;null;null
2019-08-05T21:21:28.500Z;null;null
2019-08-05T21:21:29.000Z;null;null
2019-08-05T21:21:29.500Z;null;null
2019-08-05T21:21:30.000Z;11;149434368
2019-08-05T21:21:30.500Z;null;null
2019-08-05T21:21:31.000Z;null;null
2019-08-05T21:21:31.500Z;null;null
2019-08-05T21:21:32.000Z;null;null
2019-08-05T21:21:32.500Z;null;null
2019-08-05T21:21:33.000Z;null;null
2019-08-05T21:21:33.500Z;null;null
2019-08-05T21:21:34.000Z;null;null
2019-08-05T21:21:34.500Z;null;null
2019-08-05T21:21:35.000Z;null;null
2019-08-05T21:21:35.500Z;null;null
2019-08-05T21:21:36.000Z;null;null
2019-08-05T21:21:36.500Z;null;null
2019-08-05T21:21:37.000Z;null;null
2019-08-05T21:21:37.500Z;null;null
2019-08-05T21:21:38.000Z;null;null
2019-08-05T21:21:38.500Z;null;null
2019-08-05T21:21:39.000Z;null;null
2019-08-05T21:21:39.500Z;null;null
2019-08-05T21:21:40.000Z;null;null
2019-08-05T21:21:40.500Z;null;null
2019-08-05T21:21:41.000Z;null;null
2019-08-05T21:21:41.500Z;null;null
2019-08-05T21:21:42.000Z;null;null
2019-08-05T21:21:42.500Z;null;null
2019-08-05T21:21:43.000Z;null;null
2019-08-05T21:21:43.500Z;null;null
2019-08-05T21:21:44.000Z;null;null
2019-08-05T21:21:44.500Z;null;null
2019-08-05T21:21:45.000Z;62;149438464
2019-08-05T21:21:45.500Z;null;null
2019-08-05T21:21:46.000Z;null;null
2019-08-05T21:21:46.500Z;null;null
2019-08-05T21:21:47.000Z;null;null
2019-08-05T21:21:47.500Z;null;null
2019-08-05T21:21:48.000Z;null;null
2019-08-05T21:21:48.500Z;null;null
2019-08-05T21:21:49.000Z;null;null
2019-08-05T21:21:49.500Z;null;null
2019-08-05T21:21:50.000Z;null;null
2019-08-05T21:21:50.500Z;null;null
2019-08-05T21:21:51.000Z;null;null
2019-08-05T21:21:51.500Z;null;null
2019-08-05T21:21:52.000Z;null;null
2019-08-05T21:21:52.500Z;null;null
2019-08-05T21:21:53.000Z;null;null
2019-08-05T21:21:53.500Z;null;null
2019-08-05T21:21:54.000Z;null;null
2019-08-05T21:21:54.500Z;null;null
2019-08-05T21:21:55.000Z;null;null
2019-08-05T21:21:55.500Z;null;null
2019-08-05T21:21:56.000Z;null;null
2019-08-05T21:21:56.500Z;null;null
2019-08-05T21:21:57.000Z;null;null
2019-08-05T21:21:57.500Z;null;null
2019-08-05T21:21:58.000Z;null;null
2019-08-05T21:21:58.500Z;null;null
2019-08-05T21:21:59.000Z;null;null
2019-08-05T21:21:59.500Z;null;null
2019-08-05T21:22:00.000Z;13;149438464
2019-08-05T21:22:00.500Z;null;null
2019-08-05T21:22:01.000Z;null;null
2019-08-05T21:22:01.500Z;null;null
2019-08-05T21:22:02.000Z;null;null
2019-08-05T21:22:02.500Z;null;null
2019-08-05T21:22:03.000Z;null;null
2019-08-05T21:22:03.500Z;null;null
2019-08-05T21:22:04.000Z;null;null
2019-08-05T21:22:04.500Z;null;null
2019-08-05T21:22:05.000Z;null;null
2019-08-05T21:22:05.500Z;null;null
2019-08-05T21:22:06.000Z;null;null
2019-08-05T21:22:06.500Z;null;null
2019-08-05T21:22:07.000Z;null;null
2019-08-05T21:22:07.500Z;null;null
2019-08-05T21:22:08.000Z;null;null
2019-08-05T21:22:08.500Z;null;null
2019-08-05T21:22:09.000Z;null;null
2019-08-05T21:22:09.500Z;null;null
2019-08-05T21:22:10.000Z;null;null
2019-08-05T21:22:10.500Z;null;null
2019-08-05T21:22:11.000Z;null;null
2019-08-05T21:22:11.500Z;null;null
2019-08-05T21:22:12.000Z;null;null
2019-08-05T21:22:12.500Z;null;null
2019-08-05T21:22:13.000Z;null;null
2019-08-05T21:22:13.500Z;null;null
2019-08-05T21:22:14.000Z;null;null
2019-08-05T21:22:14.500Z;null;null
2019-08-05T21:22:15.000Z;13;149442560
2019-08-05T21:22:15.500Z;null;null
2019-08-05T21:22:16.000Z;null;null
2019-08-05T21:22:16.500Z;null;null
2019-08-05T21:22:17.000Z;null;null
2019-08-05T21:22:17.500Z;null;null
2019-08-05T21:22:18.000Z;null;null
2019-08-05T21:22:18.500Z;null;null
2019-08-05T21:22:19.000Z;null;null
2019-08-05T21:22:19.500Z;null;null
2019-08-05T21:22:20.000Z;null;null
2019-08-05T21:22:20.500Z;null;null
2019-08-05T21:22:21.000Z;null;null
2019-08-05T21:22:21.500Z;null;null
2019-08-05T21:22:22.000Z;null;null
2019-08-05T21:22:22.500Z;null;null
2019-08-05T21:22:23.000Z;null;null
2019-08-05T21:22:23.500Z;null;null
2019-08-05T21:22:24.000Z;null;null
2019-08-05T21:22:24.500Z;null;null
2019-08-05T21:22:25.000Z;null;null
2019-08-05T21:22:25.500Z;null;null
2019-08-05T21:22:26.000Z;null;null
2019-08-05T21:22:26.500Z;null;null
2019-08-05T21:22:27.000Z;null;null
2019-08-05T21:22:27.500Z;null;null
2019-08-05T21:22:28.000Z;null;null
2019-08-05T21:22:28.500Z;null;null
2019-08-05T21:22:29.000Z;null;null
2019-08-05T21:22:29.500Z;null;null
2019-08-05T21:22:30.000Z;14;149442560
2019-08-05T21:22:30.500Z;null;null
2019-08-05T21:22:31.000Z;null;null
2019-08-05T21:22:31.500Z;null;null
2019-08-05T21:22:32.000Z;null;null
2019-08-05T21:22:32.500Z;null;null
2019-08-05T21:22:33.000Z;null;null
2019-08-05T21:22:33.500Z;null;null
2019-08-05T21:22:34.000Z;null;null
2019-08-05T21:22:34.500Z;null;null
2019-08-05T21:22:35.000Z;null;null
2019-08-05T21:22:35.500Z;null;null
2019-08-05T21:22:36.000Z;null;null
2019-08-05T21:22:36.500Z;null;null
2019-08-05T21:22:37.000Z;null;null
2019-08-05T21:22:37.500Z;null;null
2019-08-05T21:22:38.000Z;null;null
2019-08-05T21:22:38.500Z;null;null
2019-08-05T21:22:39.000Z;null;null
2019-08-05T21:22:39.500Z;null;null
2019-08-05T21:22:40.000Z;null;null
2019-08-05T21:22:40.500Z;null;null
2019-08-05T21:22:41.000Z;null;null
2019-08-05T21:22:41.500Z;null;null
2019-08-05T21:22:42.000Z;null;null
2019-08-05T21:22:42.500Z;null;null
2019-08-05T21:22:43.000Z;null;null
2019-08-05T21:22:43.500Z;null;null
2019-08-05T21:22:44.000Z;null;null
2019-08-05T21:22:44.500Z;null;null
2019-08-05T21:22:45.000Z;57;149442560
2019-08-05T21:22:45.500Z;null;null
2019-08-05T21:22:46.000Z;null;null
2019-08-05T21:22:46.500Z;null;null
2019-08-05T21:22:47.000Z;null;null
2019-08-05T21:22:47.500Z;null;null
2019-08-05T21:22:48.000Z;null;null
2019-08-05T21:22:48.500Z;null;null
2019-08-05T21:22:49.000Z;null;null
2019-08-05T21:22:49.500Z;null;null
2019-08-05T21:22:50.000Z;null;null
2019-08-05T21:22:50.500Z;null;null
2019-08-05T21:22:51.000Z;null;null
2019-08-05T21:22:51.500Z;null;null
2019-08-05T21:22:52.000Z;null;null
2019-08-05T21:22:52.500Z;null;null
2019-08-05T21:22:53.000Z;null;null
2019-08-05T21:22:53.500Z;null;null
2019-08-05T21:22:54.000Z;null;null
2019-08-05T21:22:54.500Z;null;null
2019-08-05T21:22:55.000Z;null;null
2019-08-05T21:22:55.500Z;null;null
2019-08-05T21:22:56.000Z;null;null
2019-08-05T21:22:56.500Z;null;null
2019-08-05T21:22:57.000Z;null;null
2019-08-05T21:22:57.500Z;null;null
2019-08-05T21:22:58.000Z;null;null
2019-08-05T21:22:58.500Z;null;null
2019-08-05T21:22:59.000Z;null;null
2019-08-05T21:22:59.500Z;null;null
2019-08-05T21:23:00.000Z;14;149442560
2019-08-05T21:23:00.500Z;null;null
2019-08-05T21:23:01.000Z;null;null
2019-08-05T21:23:01.500Z;null;null
2019-08-05T21:23:02.000Z;null;null
2019-08-05T21:23:02.500Z;null;null
2019-08-05T21:23:03.000Z;null;null
2019-08-05T21:23:03.500Z;null;null
2019-08-05T21:23:04.000Z;null;null
2019-08-05T21:23:04.500Z;null;null
2019-08-05T21:23:05.000Z;null;null
2019-08-05T21:23:05.500Z;null;null
2019-08-05T21:23:06.000Z;null;null
2019-08-05T21:23:06.500Z;null;null
2019-08-05T21:23:07.000Z;null;null
2019-08-05T21:23:07.500Z;null;null
2019-08-05T21:23:08.000Z;null;null
2019-08-05T21:23:08.500Z;null;null
2019-08-05T21:23:09.000Z;null;null
2019-08-05T21:23:09.500Z;null;null
2019-08-05T21:23:10.000Z;null;null
2019-08-05T21:23:10.500Z;null;null
2019-08-05T21:23:11.000Z;null;null
2019-08-05T21:23:11.500Z;null;null
2019-08-05T21:23:12.000Z;null;null
2019-08-05T21:23:12.500Z;null;null
2019-08-05T21:23:13.000Z;null;null
2019-08-05T21:23:13.500Z;null;null
2019-08-05T21:23:14.000Z;null;null
2019-08-05T21:23:14.500Z;null;null
2019-08-05T21:23:15.000Z;15;149442560
2019-08-05T21:23:15.500Z;null;null
2019-08-05T21:23:16.000Z;null;null
2019-08-05T21:23:16.500Z;null;null
2019-08-05T21:23:17.000Z;null;null
2019-08-05T21:23:17.500Z;null;null
2019-08-05T21:23:18.000Z;null;null
2019-08-05T21:23:18.500Z;null;null
2019-08-05T21:23:19.000Z;null;null
2019-08-05T21:23:19.500Z;null;null
2019-08-05T21:23:20.000Z;null;null
2019-08-05T21:23:20.500Z;null;null
2019-08-05T21:23:21.000Z;null;null
2019-08-05T21:23:21.500Z;null;null
2019-08-05T21:23:22.000Z;null;null
2019-08-05T21:23:22.500Z;null;null
2019-08-05T21:23:23.000Z;null;null
2019-08-05T21:23:23.500Z;null;null
2019-08-05T21:23:24.000Z;null;null
2019-08-05T21:23:24.500Z;null;null
2019-08-05T21:23:25.000Z;null;null
2019-08-05T21:23:25.500Z;null;null
2019-08-05T21:23:26.000Z;null;null
2019-08-05T21:23:26.500Z;null;null
2019-08-05T21:23:27.000Z;null;null
2019-08-05T21:23:27.500Z;null;null
2019-08-05T21:23:28.000Z;null;null
2019-08-05T21:23:28.500Z;null;null
2019-08-05T21:23:29.000Z;null;null
2019-08-05T21:23:29.500Z;null;null
2019-08-05T21:23:30.000Z;13;149442560
2019-08-05T21:23:30.500Z;null;null
2019-08-05T21:23:31.000Z;null;null
2019-08-05T21:23:31.500Z;null;null
2019-08-05T21:23:32.000Z;null;null
2019-08-05T21:23:32.500Z;null;null
2019-08-05T21:23:33.000Z;null;null
2019-08-05T21:23:33.500Z;null;null
2019-08-05T21:23:34.000Z;null;null
2019-08-05T21:23:34.500Z;null;null
2019-08-05T21:23:35.000Z;null;null
2019-08-05T21:23:35.500Z;null;null
2019-08-05T21:23:36.000Z;null;null
2019-08-05T21:23:36.500Z;null;null
