sep=;
Time;cpu/usage_rate.sum;memory/usage.sum
2019-08-05T21:18:06.000Z;null;null
2019-08-05T21:18:06.500Z;null;null
2019-08-05T21:18:07.000Z;null;null
2019-08-05T21:18:07.500Z;null;null
2019-08-05T21:18:08.000Z;null;null
2019-08-05T21:18:08.500Z;null;null
2019-08-05T21:18:09.000Z;null;null
2019-08-05T21:18:09.500Z;null;null
2019-08-05T21:18:10.000Z;null;null
2019-08-05T21:18:10.500Z;null;null
2019-08-05T21:18:11.000Z;null;null
2019-08-05T21:18:11.500Z;null;null
2019-08-05T21:18:12.000Z;null;null
2019-08-05T21:18:12.500Z;null;null
2019-08-05T21:18:13.000Z;null;null
2019-08-05T21:18:13.500Z;null;null
2019-08-05T21:18:14.000Z;null;null
2019-08-05T21:18:14.500Z;null;null
2019-08-05T21:18:15.000Z;25;150827008
2019-08-05T21:18:15.500Z;null;null
2019-08-05T21:18:16.000Z;null;null
2019-08-05T21:18:16.500Z;null;null
2019-08-05T21:18:17.000Z;null;null
2019-08-05T21:18:17.500Z;null;null
2019-08-05T21:18:18.000Z;null;null
2019-08-05T21:18:18.500Z;null;null
2019-08-05T21:18:19.000Z;null;null
2019-08-05T21:18:19.500Z;null;null
2019-08-05T21:18:20.000Z;null;null
2019-08-05T21:18:20.500Z;null;null
2019-08-05T21:18:21.000Z;null;null
2019-08-05T21:18:21.500Z;null;null
2019-08-05T21:18:22.000Z;null;null
2019-08-05T21:18:22.500Z;null;null
2019-08-05T21:18:23.000Z;null;null
2019-08-05T21:18:23.500Z;null;null
2019-08-05T21:18:24.000Z;null;null
2019-08-05T21:18:24.500Z;null;null
2019-08-05T21:18:25.000Z;null;null
2019-08-05T21:18:25.500Z;null;null
2019-08-05T21:18:26.000Z;null;null
2019-08-05T21:18:26.500Z;null;null
2019-08-05T21:18:27.000Z;null;null
2019-08-05T21:18:27.500Z;null;null
2019-08-05T21:18:28.000Z;null;null
2019-08-05T21:18:28.500Z;null;null
2019-08-05T21:18:29.000Z;null;null
2019-08-05T21:18:29.500Z;null;null
2019-08-05T21:18:30.000Z;12;150827008
2019-08-05T21:18:30.500Z;null;null
2019-08-05T21:18:31.000Z;null;null
2019-08-05T21:18:31.500Z;null;null
2019-08-05T21:18:32.000Z;null;null
2019-08-05T21:18:32.500Z;null;null
2019-08-05T21:18:33.000Z;null;null
2019-08-05T21:18:33.500Z;null;null
2019-08-05T21:18:34.000Z;null;null
2019-08-05T21:18:34.500Z;null;null
2019-08-05T21:18:35.000Z;null;null
2019-08-05T21:18:35.500Z;null;null
2019-08-05T21:18:36.000Z;null;null
2019-08-05T21:18:36.500Z;null;null
2019-08-05T21:18:37.000Z;null;null
2019-08-05T21:18:37.500Z;null;null
2019-08-05T21:18:38.000Z;null;null
2019-08-05T21:18:38.500Z;null;null
2019-08-05T21:18:39.000Z;null;null
2019-08-05T21:18:39.500Z;null;null
2019-08-05T21:18:40.000Z;null;null
2019-08-05T21:18:40.500Z;null;null
2019-08-05T21:18:41.000Z;null;null
2019-08-05T21:18:41.500Z;null;null
2019-08-05T21:18:42.000Z;null;null
2019-08-05T21:18:42.500Z;null;null
2019-08-05T21:18:43.000Z;null;null
2019-08-05T21:18:43.500Z;null;null
2019-08-05T21:18:44.000Z;null;null
2019-08-05T21:18:44.500Z;null;null
2019-08-05T21:18:45.000Z;63;149360640
2019-08-05T21:18:45.500Z;null;null
2019-08-05T21:18:46.000Z;null;null
2019-08-05T21:18:46.500Z;null;null
2019-08-05T21:18:47.000Z;null;null
2019-08-05T21:18:47.500Z;null;null
2019-08-05T21:18:48.000Z;null;null
2019-08-05T21:18:48.500Z;null;null
2019-08-05T21:18:49.000Z;null;null
2019-08-05T21:18:49.500Z;null;null
2019-08-05T21:18:50.000Z;null;null
2019-08-05T21:18:50.500Z;null;null
2019-08-05T21:18:51.000Z;null;null
2019-08-05T21:18:51.500Z;null;null
2019-08-05T21:18:52.000Z;null;null
2019-08-05T21:18:52.500Z;null;null
2019-08-05T21:18:53.000Z;null;null
2019-08-05T21:18:53.500Z;null;null
2019-08-05T21:18:54.000Z;null;null
2019-08-05T21:18:54.500Z;null;null
2019-08-05T21:18:55.000Z;null;null
2019-08-05T21:18:55.500Z;null;null
2019-08-05T21:18:56.000Z;null;null
2019-08-05T21:18:56.500Z;null;null
2019-08-05T21:18:57.000Z;null;null
2019-08-05T21:18:57.500Z;null;null
2019-08-05T21:18:58.000Z;null;null
2019-08-05T21:18:58.500Z;null;null
2019-08-05T21:18:59.000Z;null;null
2019-08-05T21:18:59.500Z;null;null
2019-08-05T21:19:00.000Z;13;149360640
2019-08-05T21:19:00.500Z;null;null
2019-08-05T21:19:01.000Z;null;null
2019-08-05T21:19:01.500Z;null;null
2019-08-05T21:19:02.000Z;null;null
2019-08-05T21:19:02.500Z;null;null
2019-08-05T21:19:03.000Z;null;null
2019-08-05T21:19:03.500Z;null;null
