"Method","Name","# requests","# failures","Median response time","Average response time","Min response time","Max response time","Average Content Size","Requests/s"
"GET","gold-0",4,0,14000,14700,12614,17504,19,0.07
"GET","gold-1",4,0,12000,14772,11799,20987,19,0.07
"GET","gold-2",3,0,15000,15952,12041,20517,19,0.05
"GET","gold-3",3,0,15000,17318,15103,21666,19,0.05
"GET","gold-4",4,0,15000,14724,11900,17495,19,0.07
"GET","gold-5",4,0,13000,13880,12610,16726,19,0.07
"GET","gold-6",4,0,14000,13506,11485,14897,19,0.07
"GET","gold-7",3,0,15000,17387,11998,25260,19,0.05
"GET","gold-8",3,0,14000,16029,12111,21571,19,0.05
"None","Total",32,0,14000,15200,11485,25260,19,0.54
