"Name","# requests","50%","66%","75%","80%","90%","95%","98%","99%","100%"
"GET gold-0",4,15000,15000,18000,18000,18000,18000,18000,18000,18000
"GET gold-1",4,14000,14000,21000,21000,21000,21000,21000,21000,21000
"GET gold-2",3,15000,15000,21000,21000,21000,21000,21000,21000,21000
"GET gold-3",3,15000,15000,22000,22000,22000,22000,22000,22000,22000
"GET gold-4",4,15000,15000,17000,17000,17000,17000,17000,17000,17000
"GET gold-5",4,13000,13000,17000,17000,17000,17000,17000,17000,17000
"GET gold-6",4,14000,14000,15000,15000,15000,15000,15000,15000,15000
"GET gold-7",3,15000,15000,25000,25000,25000,25000,25000,25000,25000
"GET gold-8",3,14000,14000,22000,22000,22000,22000,22000,22000,22000
"Total",32,15000,15000,17000,17000,21000,22000,25000,25000,25000
