"Name","# requests","50%","66%","75%","80%","90%","95%","98%","99%","100%"
"GET silver-0",12,4900,5000,5100,5100,5100,7300,7300,7300,7300
"GET silver-1",12,4900,4900,5100,5100,5300,5400,5400,5400,5400
"GET silver-2",12,4900,4900,5100,5100,5100,5100,5100,5100,5100
"GET silver-3",12,4900,5000,5000,5000,5100,6800,6800,6800,6800
"GET silver-4",12,4900,5100,5100,5100,5200,6300,6300,6300,6300
"GET silver-5",12,5000,5000,5100,5100,5300,6000,6000,6000,6000
"GET silver-6",12,4900,4900,5100,5100,5100,7000,7000,7000,7000
"GET silver-7",12,4900,5000,5200,5200,5200,5800,5800,5800,5800
"GET silver-8",12,4900,5000,5200,5200,5300,5500,5500,5500,5500
"GET silver-9",12,4900,5000,5100,5100,5200,6500,6500,6500,6500
"Total",120,4900,5000,5100,5100,5300,6000,6800,7000,7300
