"Method","Name","# requests","# failures","Median response time","Average response time","Min response time","Max response time","Average Content Size","Requests/s"
"GET","silver-0",4054058,4042392,7,23,3,128759,0,42.55
"GET","silver-1",4055557,4043885,7,23,3,129511,0,42.57
"None","Total",8109615,8086277,7,23,3,129511,0,85.12
