"Name","# requests","50%","66%","75%","80%","90%","95%","98%","99%","100%"
"GET silver-0",4054058,7,8,9,10,13,16,23,41,129000
"GET silver-1",4055557,7,8,9,10,13,16,23,41,130000
"Total",8109615,7,8,9,10,13,16,23,41,130000
