"Name","# requests","50%","66%","75%","80%","90%","95%","98%","99%","100%"
"GET silver-0",23,2100,3300,3800,4200,4400,5200,5400,5400,5400
"GET silver-1",22,2100,2700,3900,4000,4700,5300,6700,6700,6700
"GET silver-2",22,2100,3100,3900,4200,4900,5000,6500,6500,6500
"GET silver-3",22,2200,3100,4200,4400,4500,4500,7800,7800,7800
"GET silver-4",23,2000,3600,3800,4000,4400,5000,6000,6000,6000
"GET silver-5",22,2200,2800,4300,4400,4400,4600,7600,7600,7600
"GET silver-6",22,2300,2600,4100,4200,4600,5400,7000,7000,7000
"GET silver-7",23,2000,2900,3900,4100,4700,5000,6200,6200,6200
"GET silver-8",22,2200,2700,4300,4300,4500,4900,7300,7300,7300
"GET silver-9",22,2100,2700,3800,4300,4700,5400,6800,6800,6800
"Total",223,2100,2900,3900,4300,4600,5400,6800,7300,7800
