"Name","# requests","50%","66%","75%","80%","90%","95%","98%","99%","100%"
"GET gold-0",45,1300,1400,1500,1600,1700,1800,1800,1800,1800
"Total",45,1300,1400,1500,1600,1700,1800,1800,1800,1800
