"Method","Name","# requests","# failures","Median response time","Average response time","Min response time","Max response time","Average Content Size","Requests/s"
"GET","silver-0",14,0,3900,4131,2206,5602,19,0.23
"GET","silver-1",15,0,4100,3961,1628,5495,19,0.25
"GET","silver-2",14,0,4000,4138,2343,5476,19,0.23
"GET","silver-3",15,0,3900,3959,1230,5388,19,0.25
"GET","silver-4",15,0,3700,3960,1368,5498,19,0.25
"GET","silver-5",15,0,4400,3932,1015,5413,19,0.25
"GET","silver-6",15,0,4400,3945,1030,5394,19,0.25
"GET","silver-7",15,0,4200,3961,1901,5676,19,0.25
"GET","silver-8",14,0,4000,4120,2042,5681,19,0.23
"GET","silver-9",14,0,4200,4139,2341,5414,19,0.23
"None","Total",146,0,4200,4022,1015,5681,19,2.44
