"Method","Name","# requests","# failures","Median response time","Average response time","Min response time","Max response time","Average Content Size","Requests/s"
"GET","gold-0",17,0,3000,3247,260,9980,19,0.29
"GET","gold-1",21,0,1800,2735,599,9377,19,0.36
"GET","gold-2",23,0,1500,2422,506,9467,19,0.39
"GET","gold-3",33,0,1300,1790,198,9641,19,0.56
"GET","gold-4",26,0,1100,1908,300,8585,19,0.44
"GET","gold-5",21,0,1900,2616,454,8454,19,0.36
"GET","gold-6",30,0,1000,1865,235,9836,19,0.51
"GET","gold-7",25,0,1300,2208,242,10558,19,0.42
"GET","gold-8",22,0,1700,2642,572,10266,19,0.37
"GET","gold-9",28,0,1300,2035,393,9648,19,0.47
"None","Total",246,0,1500,2269,198,10558,19,4.16
