"Name","# requests","50%","66%","75%","80%","90%","95%","98%","99%","100%"
"GET silver-0",26,2200,2800,2900,3000,3200,3200,3500,3500,3500
"GET silver-1",25,2100,2900,3000,3100,3200,3300,3700,3700,3700
"GET silver-2",26,2200,2800,2900,2900,3100,3200,3400,3400,3400
"GET silver-3",26,2200,2800,2900,2900,3000,3000,3000,3000,3000
"GET silver-4",26,2200,2900,2900,2900,3000,3000,3100,3100,3100
"GET silver-5",26,2300,2800,2900,2900,2900,3000,3300,3300,3300
"GET silver-6",26,2200,2700,2900,2900,3100,3100,3200,3200,3200
"GET silver-7",26,2100,2900,3000,3000,3200,3200,3600,3600,3600
"GET silver-8",26,2200,2800,2900,3000,3000,3100,3100,3100,3100
"GET silver-9",26,2200,2900,2900,2900,3000,3000,3200,3200,3200
"Total",259,2200,2800,2900,2900,3000,3200,3300,3500,3700
