"Name","# requests","50%","66%","75%","80%","90%","95%","98%","99%","100%"
"GET silver-0",33,1500,1900,2100,2100,2200,2300,8900,8900,8900
"Total",33,1500,1900,2100,2100,2200,2300,8900,8900,8900
