"Name","# requests","50%","66%","75%","80%","90%","95%","98%","99%","100%"
"GET gold-0",55,1100,1200,1300,1300,1500,2400,2400,2500,2500
"GET gold-1",55,1000,1100,1300,1300,1700,1700,2500,2600,2600
"GET gold-2",51,1100,1200,1200,1300,2000,2200,2300,2500,2500
"GET gold-3",51,1100,1200,1300,1500,1700,2200,2300,2400,2400
"GET gold-4",49,1100,1300,1300,1400,2100,2200,2700,2700,2700
"GET gold-5",52,1100,1200,1400,1500,1800,2200,2300,2500,2500
"GET gold-6",53,1000,1100,1200,1300,1500,2400,2400,2700,2700
"GET gold-7",52,1100,1200,1300,1300,1400,2200,2200,2500,2500
"Total",418,1100,1200,1300,1400,1700,2200,2400,2500,2700
